url,quantity,email,first name,last name,company name,street address,other address,city,postal code,phone number,date,time
https://mycrazytrends1992.myshopify.com/products/badezimmer-organizer,1,dhudd@gmail.com,albert,ana,Crazy trends,Oststrasse 224,App. 2b,Berlin,42321,1733220605,2023-07-02,03:48
https://mycrazytrends1992.myshopify.com/products/badezimmer-organizer,1,dhudd@gmail.com,albert,ana,Crazy trends,Oststrasse 225,App. 2b,Berlin,42321,1733220605,2023-07-02,03:49
https://mycrazytrends1992.myshopify.com/products/badezimmer-organizer,1,dhudd@gmail.com,albert,ana,Crazy trends,Oststrasse 226,App. 2b,Berlin,42321,1733220605,2023-07-02,03:50
https://mycrazytrends1992.myshopify.com/products/badezimmer-organizer,1,dhudd@gmail.com,albert,ana,Crazy trends,Oststrasse 227,App. 2b,Berlin,42321,1733220605,2023-07-02,03:51
https://mycrazytrends1992.myshopify.com/products/badezimmer-organizer,1,dhudd@gmail.com,albert,ana,Crazy trends,Oststrasse 228,App. 2b,Berlin,42321,1733220605,2023-07-02,03:52
https://mycrazytrends1992.myshopify.com/products/badezimmer-organizer,1,dhudd@gmail.com,albert,ana,Crazy trends,Oststrasse 204,App. 2b,Berlin,42321,1733220605,2023-07-02,03:53
https://mycrazytrends1992.myshopify.com/products/badezimmer-organizer,1,dhudd@gmail.com,albert,ana,Crazy trends,Oststrasse 205,App. 2b,Berlin,42321,1733220605,2023-07-02,03:54
https://mycrazytrends1992.myshopify.com/products/badezimmer-organizer,1,dhudd@gmail.com,albert,ana,Crazy trends,Oststrasse 206,App. 2b,Berlin,42321,1733220605,2023-07-02,03:55
https://mycrazytrends1992.myshopify.com/products/badezimmer-organizer,1,dhudd@gmail.com,albert,ana,Crazy trends,Oststrasse 185,App. 2b,Berlin,42321,1733220605,2023-07-02,03:56
https://mycrazytrends1992.myshopify.com/products/badezimmer-organizer,1,dhudd@gmail.com,albert,ana,Crazy trends,Oststrasse 186,App. 2b,Berlin,42321,1733220605,2023-07-02,03:57
https://mycrazytrends1992.myshopify.com/products/badezimmer-organizer,1,dhudd@gmail.com,albert,ana,Crazy trends,Oststrasse 187,App. 2b,Berlin,42321,1733220605,2023-07-02,03:58
https://mycrazytrends1992.myshopify.com/products/badezimmer-organizer,1,dhudd@gmail.com,albert,ana,Crazy trends,Oststrasse 193,App. 2b,Berlin,42321,1733220605,2023-07-02,03:59
https://mycrazytrends1992.myshopify.com/products/badezimmer-organizer,1,dhudd@gmail.com,albert,ana,Crazy trends,Oststrasse 194,App. 2b,Berlin,42321,1733220605,2023-07-02,04:00
https://mycrazytrends1992.myshopify.com/products/badezimmer-organizer,1,dhudd@gmail.com,albert,ana,Crazy trends,Oststrasse 193,App. 2b,Berlin,42321,1733220605,2023-07-02,04:01
https://mycrazytrends1992.myshopify.com/products/badezimmer-organizer,1,dhudd@gmail.com,albert,ana,Crazy trends,Oststrasse 194,App. 2b,Berlin,42321,1733220605,2023-07-02,04:02

